developer,release_year,total_items,free_items,percentage_free
Fueled By Rockets,2017,3,0,0.00%
Fuero Games,2016,6,0,0.00%
Fugazo,2014,3,0,0.00%
Fugitive Games,2016,10,0,0.00%
Fula Fisken,2016,5,0,0.00%
Full Control,2014,3,0,0.00%
Full Control,2015,2,0,0.00%
Full Control Studios,2013,6,0,0.00%
Full Control Studios,2014,8,0,0.00%
Full Control Studios,2015,4,0,0.00%
Full Metal Jacket Games,2017,3,0,0.00%
FullPowerSideAttack.com,2013,3,0,0.00%
Fullbright,2013,2,0,0.00%
Fullbright,2017,2,0,0.00%
Fully Bugged,2015,2,0,0.00%
Fumiko Game Studio,2017,2,0,0.00%
Fun Bits,2017,5,0,0.00%
Fun Infused Games,2015,11,0,0.00%
Fun Infused Games,2016,3,0,0.00%
Fun Sponge Games,2016,5,0,0.00%
Funatics Software,2014,3,0,0.00%
Funatics Software,2015,11,0,0.00%
Funatics Software,2016,9,0,0.00%
Funcom,2000,3,0,0.00%
Funcom,2001,6,0,0.00%
Funcom,2006,2,0,0.00%
Funcom,2013,5,0,0.00%
Funcom,2015,1,0,0.00%
Funcom,2016,12,0,0.00%
Funcom,2017,39,0,0.00%
Funforge,2017,3,0,0.00%
Fungameco Ltd,2015,5,0,0.00%
Funghisoft,2017,6,0,0.00%
Funkitron,2006,3,0,0.00%
Funktronic Labs,2015,8,0,0.00%
Funktronic Labs,2017,6,0,0.00%
Funky Logic Studios,2014,1,0,0.00%
Funnel Inc.,2013,3,0,0.00%
FunnerFlight,2017,2,0,0.00%
"Funny Games Group,Catstudio",2016,7,0,0.00%
"Funselektor Labs Inc.,FlippFly",2015,5,0,0.00%
Funtime,2016,5,0,0.00%
Furion Studios,2016,4,0,0.00%
Furiously Inactive Games,2017,6,0,0.00%
Fury Software,2011,2,0,0.00%
Fury Software,2016,1,0,0.00%
Fury Software,2017,1,0,0.00%
Fusion.Robot &amp; Co,2017,4,0,0.00%
FuturLab,2015,1,0,0.00%
"Future Games Select,Cayle George",2017,8,0,0.00%
"Future Games,Unknown Identity",2003,1,0,0.00%
Future Proof Games,Unavailable data,3,0,0.00%
"Future Tech Lab Co.,Ltd.",Unavailable data,2,0,0.00%
FutureVisionsGames,2016,2,0,0.00%
FutureVisionsGames,2017,2,0,0.00%
Futuremark,2012,5,0,0.00%
Futuremark,2013,1,0,0.00%
Futuremark,2015,5,0,0.00%
Futuremark,2016,1,0,0.00%
Futuremark,2017,1,0,0.00%
Futuremark,Unavailable data,2,0,0.00%
Fuyu Games AB,2017,1,0,0.00%
Fyn Games,2017,3,0,0.00%
Fürst,2017,8,0,0.00%
G-OLD,2015,1,0,0.00%
"G-STYLE Co,. Ltd.",2016,4,0,0.00%
"G-STYLE Co., Ltd.",2016,1,0,0.00%
G-TraX,2013,4,0,0.00%
G-TraX,2017,1,0,0.00%
G-Trax Simulations,2011,1,0,0.00%
G. A. Williams,2017,1,0,0.00%
G. Malta,2017,32,0,0.00%
G.Malta,2017,4,0,0.00%
G.rev Ltd.,2015,1,0,0.00%
G.rev Ltd.,2017,6,0,0.00%
G21 Studio,2016,3,0,0.00%
G2CREW,2016,6,0,0.00%
G5 Entertainment,2010,3,0,0.00%
G5 Software,2004,2,0,0.00%
G5 Software,2005,2,0,0.00%
"GAME ARTS Co., Ltd.",2014,2,0,0.00%
"GAME ARTS Co., Ltd.,SkyBox Labs",2015,1,0,0.00%
GAME FREAK,2015,2,0,0.00%
GAME FREAK inc.,2017,4,0,0.00%
GAME NA KIBUN,2016,2,0,0.00%
GAMES FOR HUMANS,2017,4,0,0.00%
GAMESinFLAMES,2017,3,0,0.00%
GB Patch Games,2017,10,0,0.00%
GBROSSOFT,2017,3,0,0.00%
GCRH,2017,4,0,0.00%
"GCRH,Daynar",2017,6,0,0.00%
GDT Limited,2015,5,0,0.00%
GE Games,2017,2,0,0.00%
GFI Russia,2008,1,0,0.00%
GG-Works,2015,3,0,0.00%
GGHF,2017,3,0,0.00%
GHRIAN STUDIO,2016,2,0,0.00%
GHSSJ,2017,6,0,0.00%
GIANTY Inc.,2017,4,0,0.00%
GKT Studios Entertainment,2016,3,0,0.00%
GMGame,2017,3,0,0.00%
GNISoft,2016,5,0,0.00%
GOGII Games,2015,2,0,0.00%
GOGII Games,2016,2,0,0.00%
GOTY LLC,2016,7,0,0.00%
GRAOUMF,2013,5,0,0.00%
"GRASSHOPPER MANUFACTURE INC.,AGM PLAYISM",2016,3,0,0.00%
GRIN,2015,3,0,0.00%
GRIP Digital s.r.o.,2014,3,0,0.00%
GSC Game World,2001,1,0,0.00%
GSC Game World,2002,2,0,0.00%
GSC Game World,2003,2,0,0.00%
GSC Game World,2005,1,0,0.00%
GSC Game World,2006,2,0,0.00%
GSC Game World,2007,2,0,0.00%
GSC Game World,2008,2,0,0.00%
GSC Game World,2010,2,0,0.00%
GSC Game World,2011,1,0,0.00%
GSC Game World,2016,3,0,0.00%
GSC Game World,2017,7,0,0.00%
GTE Entertainment,1996,1,0,0.00%
GTGD,2014,4,0,0.00%
GTGD,2015,3,0,0.00%
GTGD,2016,2,0,0.00%
GUTS Department,Unavailable data,5,0,0.00%
"GZ Storm,Astrojone",2015,4,0,0.00%
"GZ Storm,Lazrael",2016,3,0,0.00%
GabberGames.com,2015,2,0,0.00%
Gabhel Games,2016,1,0,0.00%
Gabriel Entertainment,2007,1,0,0.00%
Gabriel Interactive,2016,2,0,0.00%
Gabriel Priske,2014,3,0,0.00%
"Gabriel Priske,Luke Thomas",2014,2,0,0.00%
Gaijin Entertainment,2009,4,0,0.00%
Gaijin Entertainment,2010,1,0,0.00%
Gaijin Entertainment,2013,3,0,0.00%
Gaijin Entertainment,2016,3,0,0.00%
Gaijin Entertainment,2017,12,0,0.00%
Gaijin Entertainment Corporation,2012,4,0,0.00%
Gaijin Games,2010,3,0,0.00%
Gaijin Games,2011,2,0,0.00%
Gaijin Games,2012,8,0,0.00%
Gaijin Games,2013,8,0,0.00%
Gaijin Games,2014,3,0,0.00%
Gal Hajaj,2017,2,0,0.00%
"Galactic Bits, Inc",2016,3,0,0.00%
Galactic Cafe,2013,2,0,0.00%
"Galavalomka Games,Aslan Game Studio",2016,2,0,0.00%
Galaxy Game Studio,2017,10,0,0.00%
Galaxy Gate,2014,3,0,0.00%
Galaxy Gate,2016,3,0,0.00%
Galaxy Gate,2017,3,0,0.00%
GalaxyTrail,2014,6,0,0.00%
GalaxyTrail,Unavailable data,3,0,0.00%
Galdor Studios,2017,4,0,0.00%
Galhmac Game Studio,2013,2,0,0.00%
Galvanic Games,2016,2,0,0.00%
Gamatic,2014,1,0,0.00%
Gambreng Games,2017,2,0,0.00%
Gambrinous,2015,6,0,0.00%
Gambrinous,2016,2,0,0.00%
Game Alchemists,2017,5,0,0.00%
Game Cartel,2014,2,0,0.00%
Game Dev Castle,2014,3,0,0.00%
Game Dev Castle,2017,6,0,0.00%
Game Developer X,2016,4,0,0.00%
Game Distillery s.r.o.,2011,2,0,0.00%
Game Ever Studio,2017,16,0,0.00%
Game Freak,2015,3,0,0.00%
Game Grumps,2017,3,0,0.00%
Game Mechanics,2016,9,0,0.00%
Game Mechanics LLC,2016,2,0,0.00%
Game Science,2016,4,0,0.00%
Game Scorpion Inc.,2014,6,0,0.00%
Game Soup LLC,2017,2,0,0.00%
Game Studio 78,2015,4,0,0.00%
Game Studio Abraham Stolk Inc.,2015,2,0,0.00%
Game Studio Abraham Stolk Inc.,2016,3,0,0.00%
Game Swing,2016,6,0,0.00%
Game e Arte,2017,3,0,0.00%
Game in a Bottle,2015,3,0,0.00%
Game-Labs,2014,3,0,0.00%
Game-Labs,2016,7,0,0.00%
Game-Labs,2017,3,0,0.00%
"Game-Ready Studio,Nova Dimension",2017,1,0,0.00%
GameArt Studio GmbH,2014,14,0,0.00%
GameArt Studio GmbH,2015,24,0,0.00%
GameArt Studio GmbH,2016,5,0,0.00%
GameBubble06,2017,2,0,0.00%
GameChanger Studio,2016,3,0,0.00%
GameChanger Studio,2017,2,0,0.00%
GameCoder Studios,2016,1,0,0.00%
"GameConnect,InterWave Studios",2011,2,0,0.00%
GameCrafterTeam,2017,2,0,0.00%
GameHouse,2016,17,0,0.00%
GameHouse,2017,10,0,0.00%
GameIndica Entertainment,2015,8,0,0.00%
GameMill Entertainment,2016,4,0,0.00%
GameORE,2014,1,0,0.00%
GameOrchard Productions,2017,11,0,0.00%
GamePhase,2015,3,0,0.00%
GamePhase,2017,4,0,0.00%
GamePrix,2014,7,0,0.00%
GameStar,2010,2,0,0.00%
GameTop.com,2016,1,0,0.00%
GameTop.com,2017,1,0,0.00%
GameUS Inc,2016,9,0,0.00%
GameUS Inc.,2015,150,0,0.00%
GameWriterStudio,2017,4,0,0.00%
Gamebell Studio,2014,3,0,0.00%
"Gamebryo,Virtual Playground",2007,1,0,0.00%
Gamechuck,2017,3,0,0.00%
Gamecosm,2016,5,0,0.00%
Gameface Games Ltd,2017,3,0,0.00%
Gameguyz,Unavailable data,1,0,0.00%
Gameland Studios,2017,2,0,0.00%
Gameloft,2017,12,0,0.00%
Gamemag,2016,4,0,0.00%
Gamepainters,2017,5,0,0.00%
Gamepires,2012,2,0,0.00%
Gamepires,2013,3,0,0.00%
Gamepires,2014,3,0,0.00%
Gamepires,2015,3,0,0.00%
Gameplay Ltd.,2017,4,0,0.00%
Gamepopper,2017,3,0,0.00%
GamerGG,2017,3,0,0.00%
Gamera Interactive,2017,6,0,0.00%
Gamerizon,2009,2,0,0.00%
GamersHype Productions,2016,20,0,0.00%
GamersHype Productions,2017,36,0,0.00%
GamerzDan,2017,3,0,0.00%
Games By Nemiz,2017,2,0,0.00%
Games Distillery s.r.o.,2013,2,0,0.00%
Games Faction,2008,3,0,0.00%
Games Farm,2004,4,0,0.00%
Games Farm,2013,2,0,0.00%
Games Farm,2014,4,0,0.00%
Games Farm,2017,2,0,0.00%
"Games Farm,3Division",2011,2,0,0.00%
"Games Farm,3Division",2012,2,0,0.00%
Games For Tutti,2016,3,0,0.00%
"Games For Tutti,Javier Díaz Ríos",2016,3,0,0.00%
Games Hut,2014,2,0,0.00%
Games Hut,2016,3,0,0.00%
Games Of Edan,2017,2,0,0.00%
Games Up,2014,2,0,0.00%
Games With Dragons In,2015,2,0,0.00%
Games by Brundle,2016,3,0,0.00%
Games by Brundle,2017,1,0,0.00%
Games by Brundle,2018,1,0,0.00%
"Games by Robert, LLC",2015,3,0,0.00%
Games++,2017,4,0,0.00%
GamesCafe,2016,2,0,0.00%
Gamesare,2014,5,0,0.00%
Gamesare,2015,3,0,0.00%
Gamesare,2017,1,0,0.00%
Gamesoft,2016,5,0,0.00%
Gamestar,2014,2,0,0.00%
Gamestarters,2015,8,0,0.00%
Gamestone Studio,2017,3,0,0.00%
GamestormVR,2017,4,0,0.00%
Gametek Brasil,2015,7,0,0.00%
Gametology,2016,5,0,0.00%
Gametroleum,2017,3,0,0.00%
Gameware Studios,2015,1,0,0.00%
"Gamieon, Inc.",2015,3,0,0.00%
Gaming Cats Studio,2015,4,0,0.00%
Gaming Corps AB,2016,6,0,0.00%
Gaming Minds,2012,11,0,0.00%
Gaming Minds Studios,2010,1,0,0.00%
Gaming Minds Studios,2011,1,0,0.00%
Gaming Minds Studios,2015,2,0,0.00%
Gamious,2014,3,0,0.00%
Gamious,2016,6,0,0.00%
Gamious,2017,4,0,0.00%
GammaLateral,2014,3,0,0.00%
Gammosaur,2016,2,0,0.00%
Ganz,2014,5,0,0.00%
Ganz Studio,2015,2,0,0.00%
Garage 227,2016,6,0,0.00%
Garage Monkey Studio,2015,2,0,0.00%
Garden Knight Games,2015,3,0,0.00%
Garden Shed Studios,2017,4,0,0.00%
Gary &amp; Eddy,2017,2,0,0.00%
Gas Powered Games,2002,1,0,0.00%
Gas Powered Games,2005,1,0,0.00%
Gas Powered Games,2007,1,0,0.00%
Gas Powered Games,2010,2,0,0.00%
Gas Powered Games,2011,1,0,0.00%
"Gaslamp Games, Inc.",2011,6,0,0.00%
"Gaslamp Games, Inc.",2012,9,0,0.00%
Gateway Interactive,2015,2,0,0.00%
"Gateway Interactive,Chipzel",2015,2,0,0.00%
Gatling Goat Studios,2015,3,0,0.00%
Gatling Goat Studios,2016,3,0,0.00%
Gato Salvaje S.L.,2014,1,0,0.00%
Gato Salvaje S.L.,2015,5,0,0.00%
Gato Salvaje S.L.,2016,2,0,0.00%
Gaute Heggen,2017,2,0,0.00%
Gaweb Studio,2016,4,0,0.00%
Gawkfish Studios,2016,3,0,0.00%
Gawkfish Studios,2017,3,0,0.00%
Gazzapper Games,2017,3,0,0.00%
Gear Worx Productions,2017,3,0,0.00%
"GearBox Software,Aspyr (Mac &amp; Linux)",2012,4,0,0.00%
"GearBox Software,Aspyr (Mac &amp; Linux)",2013,4,0,0.00%
Gearbox Software,1999,1,0,0.00%
Gearbox Software,2001,1,0,0.00%
Gearbox Software,2005,2,0,0.00%
Gearbox Software,2008,1,0,0.00%
Gearbox Software,2009,4,0,0.00%
Gearbox Software,2010,6,0,0.00%
Gearbox Software,2011,2,0,0.00%
Gearbox Software,2013,28,0,0.00%
Gearbox Software,2016,3,0,0.00%
"Gearbox Software,Aspyr (Mac &amp; Linux)",2012,10,0,0.00%
"Gearbox Software,Aspyr (Mac &amp; Linux)",2013,54,0,0.00%
"Gearbox Software,Aspyr (Mac &amp; Linux)",2014,2,0,0.00%
"Gearbox Software,Aspyr (Mac)",2015,2,0,0.00%
Gears for Breakfast,2017,4,0,0.00%
Geek Sloth Games,2015,3,0,0.00%
Geeta Games,2013,2,0,0.00%
GeexGames,2015,5,0,0.00%
Gemi Games,2017,2,0,0.00%
Genee Network,2014,4,0,0.00%
General Arcade,1997,1,0,0.00%
"General Arcade,Abstraction Games",2017,1,0,0.00%
General Interactive Co.,2017,2,0,0.00%
Generic Game Studios LLC,2017,3,0,0.00%
Genetix Studio,2015,6,0,0.00%
Geniaware Srl,2013,16,0,0.00%
Gentle Ghouls,2016,3,0,0.00%
Gentleman Squid Studio,2014,2,0,0.00%
Gentlymad,2015,3,0,0.00%
"Geoff ""Zag"" Keene",2016,3,0,0.00%
Geoff Keighley,2013,1,0,0.00%
Geoff Keighley,2014,1,0,0.00%
Geoff Nagy,2017,3,0,0.00%
Geojitsu,2016,3,0,0.00%
Geomertex,2016,2,0,0.00%
George Batchelor,2017,4,0,0.00%
George Neguceanu,2015,3,0,0.00%
"Georgy Topalo,Simeon Simeonich",2016,2,0,0.00%
Gerald David Becker,2011,1,0,0.00%
Gergely Kovács &amp; Bálint Mikó,2017,1,0,0.00%
"Gergely Zsolnay,Richard Markos",2015,2,0,0.00%
"German Airports Team,Aerosoft GmbH",2014,1,0,0.00%
"German Airports Team,Caipirinha Games,Omar Masroor",2017,1,0,0.00%
"German Airports Team,Omar Masroor,Caipirinha Games",2017,1,0,0.00%
Gestalt Development Studio,2017,4,0,0.00%
Gestmorph Games,2016,3,0,0.00%
Gestmorph Games,2017,3,0,0.00%
Get Color Games,2017,1,0,0.00%
GexagonVR,2017,13,0,0.00%
Ghost Crab Games,2014,2,0,0.00%
Ghost Crab Games,Unavailable data,2,0,0.00%
Ghost Machine,2015,3,0,0.00%
Ghost Machine,Unavailable data,5,0,0.00%
Ghost Ship Studios,2016,2,0,0.00%
Ghost Ship Studios,2017,2,0,0.00%
Ghost Time Games,2017,2,0,0.00%
Ghost Town Games Ltd.,2016,8,0,0.00%
GhostShark,2015,2,0,0.00%
Ghostbutter,2017,6,0,0.00%
Ghulam Jewel,2018,3,0,0.00%
Giant Army,2011,3,0,0.00%
Giant Box Games,2014,3,0,0.00%
Giant Enemy Labs,2015,1,0,0.00%
Giant Fox,2016,3,0,0.00%
Giant Fox Studios,2016,3,0,0.00%
Giant Goblin Studio,2016,6,0,0.00%
Giant Margarita,2016,1,0,0.00%
Giant Margarita,2017,3,0,0.00%
Giant Spacekat,2016,2,0,0.00%
Giant Sparrow,2017,4,0,0.00%
Giant Squid,2016,5,0,0.00%
Giant Squid,2017,5,0,0.00%
Giants Software,2010,2,0,0.00%
Giants Software,2011,3,0,0.00%
Giants Software,2012,3,0,0.00%
Giants Software,2013,10,0,0.00%
Giants Software,2014,8,0,0.00%
Giants Software,2015,2,0,0.00%
Giants Software,2016,2,0,0.00%
Giants Software,2017,3,0,0.00%
Gigantoraptor Games,2017,8,0,0.00%
Gigatross Games,2015,13,0,0.00%
Gilded Skull Games,2017,3,0,0.00%
Gilles Schaeck,2017,4,0,0.00%
Ginger Labs LLC,2015,3,0,0.00%
Giorgi Abelashvili,2015,2,0,0.00%
Giorgi Abelashvili,2017,2,0,0.00%
"Girls Make Games,The Team Who Must Not Be Named,LearnDistrict, Inc.",2016,1,0,0.00%
Givit Game Studios (Pty) Ltd,2017,2,0,0.00%
Gl33k,2014,2,0,0.00%
Glacicle,2016,2,0,0.00%
Glass Bottom Games,2013,6,0,0.00%
Glass Bottom Games,2015,8,0,0.00%
Glass Isle Entertainment,2017,2,0,0.00%
Glass Knuckle Games,2014,5,0,0.00%
Glass Knuckle Games,2016,3,0,0.00%
GlassCats,2017,4,0,0.00%
Glenn Main,2016,1,0,0.00%
"Glitchless, LLC",2008,5,0,0.00%
Glitchy Pixel,2014,2,0,0.00%
Global Empire Soft,2015,3,0,0.00%
Globall Art,2017,3,0,0.00%
Gloomywood,2017,4,0,0.00%
Glow Games Studio,2016,4,0,0.00%
Glowforth,2014,3,0,0.00%
Glowing Quartz Indie,2017,4,0,0.00%
Glowstick Entertainment,2015,6,0,0.00%
Glyph Worlds,2017,4,0,0.00%
GlyphX Games,2005,1,0,0.00%
Gnarled Scar Manipulations,2015,3,0,0.00%
Gneu LLC,2014,3,0,0.00%
Gneu LLC,2015,4,0,0.00%
Gnomic Studios,2015,2,0,0.00%
Go Dark Studios,2016,2,0,0.00%
GoBit Games,2007,3,0,0.00%
GoBit Games,2009,3,0,0.00%
GoBit Games,2016,3,0,0.00%
Goatee Games,2015,3,0,0.00%
Goatee Games,2017,3,0,0.00%
Gobbo Games,2017,4,0,0.00%
Goblinz,2016,2,0,0.00%
Goblinz Studio,2016,4,0,0.00%
Goblinz Studio,2017,16,0,0.00%
"God Inspired Games,Alkain Studios LLC",2017,5,0,0.00%
Goddard Games,2017,2,0,0.00%
Godot Engine,2016,1,0,0.00%
GoeX GameS,2016,3,0,0.00%
GoeX GameS,2017,4,0,0.00%
Gogii,2007,1,0,0.00%
Gogii,2008,1,0,0.00%
Gogii,2012,1,0,0.00%
Gogii Games,2007,1,0,0.00%
Gogii Games,2008,1,0,0.00%
Gogii Games,2010,3,0,0.00%
Gogii Games,2012,1,0,0.00%
Gogii Games,2014,10,0,0.00%
"Gogii Games,World-Loom",2016,2,0,0.00%
Gogiii,2009,1,0,0.00%
Going Loud Studios,2013,1,0,0.00%
Going Loud Studios,2017,1,0,0.00%
GoingForwardTeam,2017,3,0,0.00%
Gojira,2014,3,0,0.00%
Goldbar Games,2017,8,0,0.00%
Golden Age Creative,2017,2,0,0.00%
Golden Bear's GAMEWORKS,2017,7,0,0.00%
Golden Gear Games,2015,3,0,0.00%
Golden Ruby Games,2015,4,0,0.00%
Golden Unicorn Gaming Inc,2017,5,0,0.00%
GoldenGod Games,2016,4,0,0.00%
GoldenGod Games,2017,4,0,0.00%
Goldhawk Interactive,2014,3,0,0.00%
Goldsaucer Ltd,2017,2,0,0.00%
GolemLabs,2004,2,0,0.00%
GolemLabs,2017,4,0,0.00%
Golgoth Studio,2012,2,0,0.00%
Gone North Games,2014,3,0,0.00%
Gone North Games,2015,3,0,0.00%
Gone North Games,2016,3,0,0.00%
GooDCrafter,2016,2,0,0.00%
GooDCrafter,2017,5,0,0.00%
Good Catch Games,2015,1,0,0.00%
"Good Day Games,NYX Digital",2015,1,0,0.00%
Good Games,2014,2,0,0.00%
Good Games,2016,7,0,0.00%
Good Games,Unavailable data,2,0,0.00%
"Good Games,OXON Game Studio",2016,1,0,0.00%
"Good Morning, Commander",2015,6,0,0.00%
GoodVole,2015,6,0,0.00%
Goodwolf Studio,2017,4,0,0.00%
Gopherwood Studios LLC,2017,1,0,0.00%
Gorbachev V.A.,2017,3,0,0.00%
Gordon Little,2016,2,0,0.00%
Gosatsu Visual Novels,2016,3,0,0.00%
Gossamer Games,Unavailable data,2,0,0.00%
GotW Studio,Unavailable data,4,0,0.00%
"Gothic Labs,The Lordz Games Studio",2017,2,0,0.00%
GrabTheGames Studios,2016,3,0,0.00%
Gradual Games,2016,3,0,0.00%
Graduate Games,2016,1,0,0.00%
Graffiti,1995,3,0,0.00%
Graffiti,1996,3,0,0.00%
Graham Dodge,2017,1,0,0.00%
Graham Garven,2017,3,0,0.00%
Grand Cauldron,2017,2,0,0.00%
Grandma Studios,2016,2,0,0.00%
Grandma Studios,2017,2,0,0.00%
Grandpa Pixel,2015,2,0,0.00%
GraphXGames,2017,3,0,0.00%
Graphite Lab,2017,4,0,0.00%
Graphium Studio,2017,3,0,0.00%
Grave Danger Games,2017,2,0,0.00%
Graveck,2014,3,0,0.00%
Graviteam,2012,1,0,0.00%
Graviteam,2014,8,0,0.00%
Graviteam,2015,3,0,0.00%
Graviteam,2016,8,0,0.00%
Graviteam,2017,2,0,0.00%
Gravity Interactive,2003,3,0,0.00%
Gravity Interactive,2010,2,0,0.00%
Gravity Interactive,2012,3,0,0.00%
Gravity Interactive,2017,5,0,0.00%
Gravity Whale Games,2017,2,0,0.00%
"Gravity, Inc.",2013,15,0,0.00%
"Gravvit Ltd,Forbes  Consult Ltd",2014,60,0,0.00%
"Gravvit Ltd,Forbes  Consult Ltd",2015,15,0,0.00%
"Gravvit Ltd,Forbes Consult Ltd",2014,5,0,0.00%
Gray Fin Studios,2016,6,0,0.00%
Gray Matter Studios,2001,1,0,0.00%
Gray Matter Studios,2004,1,0,0.00%
Great Boolean,2016,2,0,0.00%
Great Cogs,2015,3,0,0.00%
Great God,2017,4,0,0.00%
Great Northerner,2015,3,0,0.00%
Great War Team,2014,4,0,0.00%
Great War Team,2015,26,0,0.00%
Great War Team,2016,6,0,0.00%
Great War Team,2017,5,0,0.00%
GreatherGames,2016,3,0,0.00%
GreatherGames,2017,2,0,0.00%
Green Dinosaur Games,2017,4,0,0.00%
Green Lava Studios,2014,11,0,0.00%
Green Lava Studios,2016,2,0,0.00%
Green Moss Game,2017,4,0,0.00%
Green Sauce Games,2015,2,0,0.00%
Green Sauce Games,2016,5,0,0.00%
Green Sauce Games,2017,2,0,0.00%
Green Sawdust,2016,2,0,0.00%
"Green Willow Games, LLC",2017,6,0,0.00%
Green127,2016,2,0,0.00%
GreenGasGames,2017,2,0,0.00%
GreenGasGames,Unavailable data,1,0,0.00%
Greenheart Games,2013,4,0,0.00%
Greenolor Studio,2016,3,0,0.00%
Greeny Games Studio,2016,3,0,0.00%
Greg Sergeant,2017,3,0,0.00%
Gregor Panič,2016,4,0,0.00%
"Gregory Avery-Weir,Melissa Avery-Weir",2013,4,0,0.00%
Gremlin Interactive,1993,2,0,0.00%
Gremlin Interactive,1996,3,0,0.00%
"Gremlin Interactive,Interplay Entertainment",1997,1,0,0.00%
"Gremlin Interactive,The Software Refinery",1995,3,0,0.00%
GrendelGames,2010,4,0,0.00%
Grey Alien Games,2015,2,0,0.00%
Grey Alien Games,2016,1,0,0.00%
Grey Alien Games,2017,4,0,0.00%
Grey Dog Software,2015,11,0,0.00%
Grey Dog Software,2016,1,0,0.00%
Grey Gods,2017,7,0,0.00%
Grey Havens,2011,6,0,0.00%
Grey Havens,2012,10,0,0.00%
"Grey Havens, LLC",2017,22,0,0.00%
Grey Wizard Innovative,2016,2,0,0.00%
Grey Wolf Entertainment,2017,2,0,0.00%
GreyLight Entertainment,2015,3,0,0.00%
Greyborn Studios,2017,4,0,0.00%
Greyman Studios,2017,3,0,0.00%
"Greyson Richey,Nicholas Lives",Unavailable data,4,0,0.00%
Grid Game,2017,4,0,0.00%
Grid Sage Games,2017,5,0,0.00%
Gridlock Interactive,2016,1,0,0.00%
Griffin Snow,2017,2,0,0.00%
Grigory Everstov,2016,2,0,0.00%
"Grimlore Games,THQ Nordic",2017,4,0,0.00%
"Grimm Bros, LLC",2015,2,0,0.00%
Grimnir Media,2017,1,0,0.00%
Grimwood Team,2017,6,0,0.00%
Grindstone Interactive,2017,9,0,0.00%
"Grip Digital,Terrible Posture Games",Unavailable data,1,0,0.00%
Grip Games,2014,1,0,0.00%
"Grip Games,3Division",2015,6,0,0.00%
Grip Top Games,2017,1,0,0.00%
Griptonite Games,2009,1,0,0.00%
GrisGris,2016,3,0,0.00%
Gritfish,2016,8,0,0.00%
Grizlikyt,2016,4,0,0.00%
Grizlikyt,2017,4,0,0.00%
Grizzly Wolf Games LLC,2015,4,0,0.00%
GrizzlyGames,2017,5,0,0.00%
Gromada,2003,1,0,0.00%
"Gromada,Buka Entertainment",2003,2,0,0.00%
Grotta Game Studio,Unavailable data,1,0,0.00%
Ground Control Studios,2016,3,0,0.00%
Ground Shatter,2015,1,0,0.00%
Ground Up Games Pty Ltd ®,2016,1,0,0.00%
GrowFall Studios,2017,2,0,0.00%
Growing Grass Studio,2017,3,0,0.00%
Grundislav Games,2014,5,0,0.00%
Grynsoft,2014,3,0,0.00%
Grynsoft,2015,3,0,0.00%
Grzegorz Slazinski,2008,5,0,0.00%
Grégory Joerger,2017,3,0,0.00%
GuGames Development,2015,4,0,0.00%
Guard Crush Games,2015,4,0,0.00%
Guerilla Tea Games,2016,1,0,0.00%
Guerrilla Bandit,2015,2,0,0.00%
Gugila,Unavailable data,6,0,0.00%
"Guilherme Nunes Barbosa,Lennie Svensson,Morgan Andersson",2015,4,0,0.00%
Guillaume Bouckaert,Unavailable data,1,0,0.00%
"Gunfire Games,Vigil Games,THQ Nordic",2015,6,0,0.00%
"Gungrounds,Mad Head Games",2017,2,0,0.00%
Gunia Studios,2017,4,0,0.00%
Gunnar Games,2012,1,0,0.00%
Gunnar Games,2013,2,0,0.00%
Gunnar Games,2015,2,0,0.00%
Gunnar Games,2016,2,0,0.00%
"Gunnar Games, Inc.",2011,1,0,0.00%
Gunschlinger,Unavailable data,3,0,0.00%
Gunsquad,2017,6,0,0.00%
Gunsquad,Unavailable data,5,0,0.00%
GuraShop,2016,2,0,0.00%
GuraShop,2017,10,0,0.00%
Guru Games,2015,9,0,0.00%
Guru Games,2016,9,0,0.00%
Gustav,2017,4,0,0.00%
"Gustav ""Goffa"" Söderström",2016,3,0,0.00%
Gustavo Rios,Unavailable data,3,0,0.00%
Guy Bits Games,2017,3,0,0.00%
Guys From Andromeda LLC,2015,3,0,0.00%
H L Nunnelly,2017,3,0,0.00%
HA Studio Ltd.,2015,4,0,0.00%
HA Studio Ltd.,2016,9,0,0.00%
HA Studio Ltd.,2017,5,0,0.00%
HALUNAZI GAMES,Unavailable data,3,0,0.00%
"HANBITSOFT, INC.,IMC GAMES CO.,LTD.",2007,5,0,0.00%
HB Studios,2015,3,0,0.00%
HB Studios,2017,6,0,0.00%
HCP Games,2014,2,0,0.00%
HCP Games,2015,2,0,0.00%
HE SAW,2015,1,0,0.00%
HEY,2016,4,0,0.00%
HFM Games,2016,11,0,0.00%
HFM Games,2017,3,0,0.00%
HGames-ArtWorks,2016,5,0,0.00%
HIGHKEY Games,2016,3,0,0.00%
HIPIX,2017,9,0,0.00%
HJO Creations,2016,4,0,0.00%
HJO Creations,2017,4,0,0.00%
HKFiftyOne Games,2015,1,0,0.00%
HKFiftyOne Games,2016,1,0,0.00%
HL-Galgame,2017,6,0,0.00%
HUNTERS,2017,3,0,0.00%
HUSH Interactive,2016,2,0,0.00%
HYPYRYL,2015,4,0,0.00%
Hackerguild LLC,2017,4,0,0.00%
Haemimont Games,2004,1,0,0.00%
Haemimont Games,2008,2,0,0.00%
