release_year,sentiment_analysis,developer
2016,1,Wube Software LTD.
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2015,1,Rockstar North
2015,1,Rockstar North
2012,1,Valve
2010,1,Team Meat
2013,2,Deep Silver Volition
2013,2,Deep Silver Volition
2014,1,Vortal Storm
2014,1,Vortal Storm
2014,1,"Lucid Games,Aspyr (Mac &amp; Linux)"
2013,2,Realmforge Studios
2013,2,Realmforge Studios
2012,1,Valve
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2012,1,Nexon
2012,1,Nexon
2012,1,Nexon
2012,1,Nexon
2016,1,Eyemobi Ltd.
2012,1,Valve
2016,1,Team Indev
2016,1,Team Indev
2016,1,Team Indev
2007,2,Valve
2007,2,Valve
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2011,1,Snowblind Studios
2011,1,Snowblind Studios
2009,2,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2015,1,Squad
2015,1,Squad
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2007,2,Valve
2007,2,Valve
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,1,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2002,1,Rockstar Games
2007,2,Valve
2007,2,Valve
2014,2,Crytek
2014,2,Crytek
2014,2,Crytek
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2012,1,Valve
2009,1,"Blue Byte,Related Designs"
2009,1,"Blue Byte,Related Designs"
2012,1,Valve
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2011,2,No More Room in Hell Team
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2011,1,Grey Havens
2012,1,Valve
2014,1,FireFly Studios
2014,1,FireFly Studios
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2015,1,Crowbar Collective
2012,2,Valve
2015,0,Trion Worlds
2015,0,Trion Worlds
2015,0,Trion Worlds
2015,0,Trion Worlds
2015,0,Trion Worlds
2015,0,Trion Worlds
2016,1,Bethesda Game Studios
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2013,1,Greenheart Games
2016,1,Hello Games
2016,1,Hello Games
2013,0,Michael Todd Games
2013,0,Michael Todd Games
2014,2,New World Interactive
2014,2,New World Interactive
2014,2,New World Interactive
2012,0,Valve
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2015,1,Baggy Cat Ltd
2015,1,Baggy Cat Ltd
2015,1,Baggy Cat Ltd
2015,1,"Noio,Licorice"
2015,1,"Noio,Licorice"
2015,1,"Noio,Licorice"
2011,2,Valve
2011,2,Valve
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2013,1,Poppermost Productions
2007,2,Valve
2007,2,Valve
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2012,1,Wild Shadow Studios
2015,1,Everything Unlimited Ltd.
2015,1,Everything Unlimited Ltd.
2013,2,Bossa Studios
2013,2,Bossa Studios
2013,2,Bossa Studios
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2016,1,ConcernedApe
2016,1,ConcernedApe
2016,1,ConcernedApe
2014,1,Infinity Ward
2015,1,Beam Team Games
2015,1,Beam Team Games
2015,1,Beam Team Games
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,0,Shumkov Dmitriy
2014,0,Shumkov Dmitriy
2014,0,Shumkov Dmitriy
2015,1,Techland
2015,1,Techland
2016,1,Axolot Games
2016,1,Axolot Games
2016,1,Axolot Games
2016,1,Axolot Games
2016,1,Axolot Games
2009,1,Invent4 Entertainment
2012,2,Robot Entertainment
2012,2,Robot Entertainment
2012,2,Robot Entertainment
2015,1,Avalanche Studios
2015,1,Avalanche Studios
2006,2,Nabi Studios
2006,2,Nabi Studios
2006,2,Nabi Studios
2006,2,Nabi Studios
2013,0,Krillbite Studio
2013,0,Krillbite Studio
2013,0,Krillbite Studio
2012,1,Valve
2013,1,Creative Assembly
2014,2,Digital Confectioners
2014,2,Digital Confectioners
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2013,2,Digital Extremes
2013,2,Digital Extremes
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2015,1,"Psyonix, Inc."
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012,2,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2015,1,"FromSoftware, Inc"
2015,1,"FromSoftware, Inc"
2010,1,Team Meat
2013,1,"Hopoo Games, LLC"
2013,1,"Hopoo Games, LLC"
2013,1,"Hopoo Games, LLC"
2014,1,Milkstone Studios
2014,1,Milkstone Studios
2014,1,Milkstone Studios
2015,1,XLGAMES
2015,1,XLGAMES
2015,1,XLGAMES
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2007,1,Valve
2007,1,Valve
2015,1,"Nicalis, Inc.,Edmund McMillen"
2015,1,"Nicalis, Inc.,Edmund McMillen"
2007,0,Valve
2007,1,Valve
2007,1,Valve
2014,1,Edge of Reality
2014,1,Edge of Reality
2014,1,Edge of Reality
2009,1,"Infinity Ward,Aspyr (Mac)"
2008,1,Ascension Entertainment LLC
2008,1,Ascension Entertainment LLC
2008,1,Ascension Entertainment LLC
2004,1,Valve
2010,1,"Firaxis Games,Aspyr (Mac, Linux)"
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2017,1,Blue Mammoth Games
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2011,0,Re-Logic
2012,1,Valve
2012,1,Valve
2007,1,"HANBITSOFT, INC.,IMC GAMES CO.,LTD."
2007,1,"HANBITSOFT, INC.,IMC GAMES CO.,LTD."
2007,1,"HANBITSOFT, INC.,IMC GAMES CO.,LTD."
2007,1,"HANBITSOFT, INC.,IMC GAMES CO.,LTD."
2007,1,"HANBITSOFT, INC.,IMC GAMES CO.,LTD."
2009,1,Tripwire Interactive
2012,1,Valve
2012,1,Valve
2016,1,Reakktor Studios
2016,1,Reakktor Studios
2016,1,Reakktor Studios
2012,1,Valve
2015,1,Hi-Rez Studios
2015,1,Hi-Rez Studios
2010,1,TaleWorlds Entertainment
2010,1,TaleWorlds Entertainment
2012,1,"Ironclad Games,Stardock Entertainment"
2012,1,"Ironclad Games,Stardock Entertainment"
2012,1,Valve
2010,1,Valve
2010,1,Obsidian Entertainment
2010,1,Obsidian Entertainment
2009,1,Invent4 Entertainment
2016,1,HuniePot
2016,1,HuniePot
2015,2,Rogue Snail
2015,2,Rogue Snail
2015,2,Rogue Snail
2015,1,Squad
2015,1,Squad
2012,0,Daedalic Entertainment
2012,0,Daedalic Entertainment
2016,1,橘子班
2016,1,橘子班
2016,1,橘子班
2014,1,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka"
2014,1,"Nina Freeman,Emmett Butler,Decky Coss,Joni Kittaka"
2012,1,Valve
2012,1,Valve
2009,2,Valve
2009,1,Dovetail Games
2012,1,Valve
2012,1,Valve
2010,2,Rebellion
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2012,1,Valve
2015,1,"Idea Factory,Compile Heart,Felistella"
2015,1,"Idea Factory,Compile Heart,Felistella"
2014,1,Bluebutton Games
2014,1,Bluebutton Games
2014,1,Bluebutton Games
2014,1,Bluebutton Games
2013,0,Fullbright
2013,0,Fullbright
2012,2,Valve
2013,2,Digital Extremes
2013,2,Digital Extremes
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2014,2,Spasman Games
2014,2,Spasman Games
2011,1,OVERKILL Software
2012,1,Jagex Limited
2012,1,Jagex Limited
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2016,1,Hello Games
2016,1,Hello Games
2012,2,Valve
2007,1,Valve
2007,1,Valve
2015,1,Bethesda Game Studios
2007,1,Valve
2007,1,Valve
2012,1,Telltale Games
2007,2,Valve
2007,2,Valve
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2011,1,No More Room in Hell Team
2007,0,Valve
2007,0,Valve
2014,1,New World Interactive
2014,1,New World Interactive
2014,1,New World Interactive
2009,1,Valve
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2011,1,Edmund McMillen and Florian Himsl
2012,2,Unknown Worlds Entertainment
2012,2,Unknown Worlds Entertainment
2012,2,Unknown Worlds Entertainment
2013,2,Full Control Studios
2013,2,Full Control Studios
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Valve
2010,1,Brian Cronin
2010,1,Brian Cronin
2010,1,Brian Cronin
2010,1,Brian Cronin
2014,1,Winter Wolves
2014,1,Winter Wolves
2016,2,Slightly Mad Studios
2016,2,Slightly Mad Studios
2016,2,Slightly Mad Studios
2013,1,Capcom
2013,1,Capcom
2016,1,Edge Case Games Ltd.
2016,1,Edge Case Games Ltd.
2016,1,Edge Case Games Ltd.
2016,1,Edge Case Games Ltd.
2013,1,Krillbite Studio
2013,1,Krillbite Studio
2013,1,Krillbite Studio
2007,1,Valve
2007,1,Valve
2015,1,Snapshot Games Inc.
2015,1,Snapshot Games Inc.
2015,1,Snapshot Games Inc.
2015,1,Beam Team Games
2015,1,Beam Team Games
2015,1,Beam Team Games
2007,0,Valve
2007,0,Valve
2012,2,Valve
2014,1,Uppercut Games Pty Ltd
2014,1,Uppercut Games Pty Ltd
2009,1,Bethesda Game Studios
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,1,Treyarch
2015,1,Treyarch
2009,2,Valve
2015,1,tobyfox
2015,1,tobyfox
2012,0,Valve
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2015,1,Decent Machine
2015,1,Decent Machine
2015,1,Decent Machine
2012,1,Valve
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2015,2,Grey Alien Games
2012,1,Valve
2014,1,Scott Cawthon
2014,1,Ubisoft
2014,1,Ubisoft
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2016,2,"Firaxis,Feral Interactive (Mac),Feral Interactive (Linux)"
2012,0,Wild Shadow Studios
2012,0,Wild Shadow Studios
2012,0,Wild Shadow Studios
2012,0,Wild Shadow Studios
2012,0,Wild Shadow Studios
2016,0,Hello Games
2016,0,Hello Games
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2015,1,Bitbox Ltd.
2013,1,Digital Extremes
2013,1,Digital Extremes
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2007,1,Valve
2007,1,Valve
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013,2,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,1,"SNK CORPORATION,DotEmu"
2007,2,Valve
2007,2,Valve
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2014,1,Endnight Games Ltd
2015,1,"Deep Silver Volition,High Voltage Software"
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2013,1,Facepunch Studios
2007,1,Valve
2007,1,Valve
2012,1,SEGA
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2015,2,Turtle Rock Studios
2015,2,Turtle Rock Studios
2008,2,BioWare
2008,2,BioWare
2015,0,Diminished Studios
2015,0,Diminished Studios
2015,0,Diminished Studios
2015,0,Diminished Studios
2015,0,Diminished Studios
2015,0,Diminished Studios
2011,1,Giant Army
2011,1,Giant Army
2011,1,Giant Army
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2013,0,Bohemia Interactive
2007,1,"2K Boston,2K Australia"
2007,1,"2K Boston,2K Australia"
2006,1,Petroglyph
2017,1,Boneloaf
2017,1,Boneloaf
2017,1,Boneloaf
2017,1,Boneloaf
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,1,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2014,1,KOG
2017,1,Keen Games
2017,1,Keen Games
2017,1,Keen Games
2010,1,Team Meat
2011,1,Gas Powered Games
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2007,1,Valve
2007,1,Valve
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2007,1,Valve
2007,1,Valve
2006,2,Facepunch Studios
2006,2,Facepunch Studios
2007,1,Valve
2007,1,Valve
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,Trion Worlds
2015,1,tobyfox
2015,1,tobyfox
2015,2,Offworld Industries
2015,2,Offworld Industries
2015,2,Offworld Industries
2015,2,Offworld Industries
2014,2,Edge of Reality
2014,2,Edge of Reality
2014,2,Edge of Reality
2012,1,Torn Banner Studios
2012,1,Torn Banner Studios
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2015,1,Free Lives
2013,2,Giants Software
2013,2,Giants Software
2012,0,Jagex Limited
2012,0,Jagex Limited
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2015,1,tobyfox
2015,1,tobyfox
2013,1,Telltale Games
2012,2,Gaming Minds
2012,2,Gaming Minds
2012,2,Gaming Minds
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2012,1,Paradox Development Studio
2017,1,Aquiris Game Studio
2017,1,Aquiris Game Studio
2017,1,Aquiris Game Studio
2015,1,OVERKILL - a Starbreeze Studio.
2015,1,OVERKILL - a Starbreeze Studio.
2015,1,Hi-Rez Studios
2015,1,Hi-Rez Studios
2014,1,Rebellion
2014,1,Rebellion
2009,2,Tripwire Interactive
2015,2,Hi-Rez Studios
2015,2,Hi-Rez Studios
2012,0,Telltale Games
2014,0,SMG Studio
2014,0,SMG Studio
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2017,2,Smartly Dressed Games
2011,1,OVERKILL Software
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Subset Games
2012,1,Subset Games
2012,1,Subset Games
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2007,1,Valve
2007,1,Valve
2013,1,SCS Software
2013,1,SCS Software
2007,0,Valve
2007,0,Valve
2012,2,Hardsuit Labs
2012,2,Hardsuit Labs
2013,1,The Indie Stone
2013,1,The Indie Stone
2013,1,The Indie Stone
2013,1,The Indie Stone
2007,2,Valve
2007,2,Valve
2013,1,Galactic Cafe
2013,1,Galactic Cafe
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2017,1,Smartly Dressed Games
2015,1,"BitMonster, Inc."
2015,1,"BitMonster, Inc."
2015,1,"BitMonster, Inc."
2015,1,"BitMonster, Inc."
2015,1,"BitMonster, Inc."
2009,1,"Infinity Ward,Aspyr (Mac)"
2012,2,"Monolith Productions, Inc."
2012,2,"Monolith Productions, Inc."
2014,1,Oovee® Game Studios
2014,1,Oovee® Game Studios
2014,1,Oovee® Game Studios
2012,2,Valve
2011,2,800 North and Digital Ranch
2011,2,800 North and Digital Ranch
2013,1,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2007,1,Zombie Panic Team
2007,1,Zombie Panic Team
2007,1,Zombie Panic Team
2014,2,Lionhead Studios
2012,2,Valve
2008,1,Crackpot Entertainment
2008,1,Crackpot Entertainment
2014,2,Stegersaurus Software Inc.
2014,2,Stegersaurus Software Inc.
2014,2,Stegersaurus Software Inc.
2014,1,New World Interactive
2014,1,New World Interactive
2014,1,New World Interactive
2006,2,EasyAntiCheat Ltd
2013,2,Telltale Games
2013,2,Telltale Games
2013,0,Cryptic Studios
2013,0,Cryptic Studios
2013,0,Cryptic Studios
2013,0,Cryptic Studios
2013,0,Cryptic Studios
2007,1,Valve
2007,1,Valve
2014,1,"KOEI TECMO GAMES CO., LTD."
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2013,2,Cryptic Studios
2014,1,Awesome Games Studio
2014,1,Awesome Games Studio
2014,1,Awesome Games Studio
2014,1,Awesome Games Studio
2012,1,Valve
2009,2,DICE
2009,2,DICE
2014,1,Crytek
2014,1,Crytek
2014,1,Crytek
2012,1,Valve
2007,2,Valve
2007,2,Valve
2015,2,tobyfox
2015,2,tobyfox
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2011,2,Re-Logic
2016,1,Hello Games
2016,1,Hello Games
2011,1,Volition
2007,1,Valve
2007,1,Valve
2013,1,"WB Games Montreal,Splash Damage"
2013,1,"WB Games Montreal,Splash Damage"
2012,1,Valve
2015,0,Hyper Hippo Games
2015,0,Hyper Hippo Games
2015,0,Hyper Hippo Games
2016,2,"FromSoftware, Inc."
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Re-Logic
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2011,1,Reloaded Productions
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2017,2,"Studio Wildcard,Instinct Games,Efecto Studios,Virtual Basement LLC"
2014,2,Edge of Reality
2014,2,Edge of Reality
2014,2,Edge of Reality
2012,1,Valve
2015,1,Turtle Rock Studios
2015,1,Turtle Rock Studios
2015,1,Atelier 801
2015,1,Atelier 801
2015,1,Atelier 801
2012,1,Valve
2014,1,app2fun
2007,1,Valve
2007,1,Valve
2010,1,Paradox Development Studio
2000,2,Valve
2007,2,Valve
2007,2,Valve
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2017,1,Freejam
2012,1,Exe Games Inc.
2012,1,Exe Games Inc.
2016,1,"FromSoftware, Inc."
2015,1,U.S. Army
2015,1,U.S. Army
2015,1,Oreol
2015,1,Oreol
2015,1,Oreol
2015,1,Oreol
2015,1,Oreol
2015,1,Oreol
2013,2,Starbreeze Studios AB
2013,2,Starbreeze Studios AB
2013,2,Starbreeze Studios AB
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2014,1,DL Softworks
2012,1,Valve
2002,1,FireFly Studios
2002,1,FireFly Studios
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2014,1,Brilliant Skies Ltd.
2015,2,Rockstar North
2015,2,Rockstar North
2014,0,"Sledgehammer Games,Raven Software"
2012,0,Valve
2011,2,Valve
2011,2,Valve
2013,0,Undead Labs
2013,0,Undead Labs
2013,0,Undead Labs
2014,2,The Behemoth
2014,2,The Behemoth
2014,2,The Behemoth
2014,2,The Behemoth
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2013,1,Team Psykskallar
2014,0,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2014,0,"Monolith Productions, Inc.,Feral Interactive (Mac),Feral Interactive (Linux)"
2017,1,"Midgar Studio,Fusty Game"
2017,1,"Midgar Studio,Fusty Game"
2017,1,"Midgar Studio,Fusty Game"
2017,1,"Midgar Studio,Fusty Game"
2014,2,New World Interactive
2014,2,New World Interactive
2014,2,New World Interactive
2015,2,Introversion Software
2015,2,Introversion Software
2015,2,Introversion Software
2009,2,Criterion Games
2014,1,JForce Games
2014,1,JForce Games
2015,1,Walter Machado
2015,1,Walter Machado
2013,2,"Irrational Games,Aspyr (Mac),Virtual Programming (Linux)"
2014,1,"CI Games,Deck 13"
2014,1,"CI Games,Deck 13"
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2016,2,Chucklefish
2012,1,Valve
2013,0,Egosoft
2013,0,Egosoft
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2015,2,TB Games
2015,2,TB Games
2015,2,TB Games
2015,2,TB Games
2015,2,TB Games
2015,2,TB Games
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2012,1,Daybreak Game Company
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2014,1,The Behemoth
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2012,1,Carbon Games
2015,1,Konami Digital Entertainment
2015,1,Konami Digital Entertainment
2015,1,Ubisoft Montreal
2007,1,Valve
2007,1,Valve
2007,1,Valve
2007,1,Valve
2009,1,Valve
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2016,1,Reto-Moto
2007,1,Valve
2007,1,Valve
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2013,1,Bohemia Interactive
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2006,0,Facepunch Studios
2006,0,Facepunch Studios
2007,1,Valve
2007,1,Valve
2012,2,Valve
2015,1,OVERKILL - a Starbreeze Studio.
2015,1,OVERKILL - a Starbreeze Studio.
2012,2,Valve
2014,1,Digital Confectioners
2014,1,Digital Confectioners
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2014,1,"Trion Worlds, Inc."
2012,2,Treyarch
2006,1,Facepunch Studios
2006,1,Facepunch Studios
2015,2,Beam Team Games
2015,2,Beam Team Games
2015,2,Beam Team Games
2012,2,Valve
2012,1,Valve
2016,1,Tripwire Interactive
2016,1,Hello Games
2016,1,Hello Games
2007,1,Valve
2007,1,Valve
